日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-01-04,300595,705.98,718.75,736.42,692.86,79606,655601648.0,6.06,0.05,0.35,1.82
2021-01-05,300595,723.47,794.42,796.7,719.1,98183,863943888.0,10.8,10.53,75.67,2.25
2021-01-06,300595,797.83,772.46,798.01,761.27,73205,647887040.0,4.62,-2.76,-21.96,1.68
2021-01-07,300595,778.67,794.07,800.98,764.42,54345,486013584.0,4.73,2.8,21.61,1.25
2021-01-08,300595,798.36,789.0,810.95,771.59,47015,423056480.0,4.96,-0.64,-5.07,1.08
2021-01-11,300595,793.28,806.58,817.87,773.34,80941,741715344.0,5.64,2.23,17.58,1.85
2021-01-12,300595,797.83,791.53,809.64,771.76,73470,662554896.0,4.7,-1.87,-15.05,1.68
2021-01-13,300595,806.58,800.54,810.95,786.9,38154,347628560.0,3.04,1.14,9.01,0.87
2021-01-14,300595,796.96,789.08,808.33,781.21,44030,399325648.0,3.39,-1.43,-11.46,1.01
2021-01-15,300595,782.09,786.46,787.86,756.72,45836,405013952.0,3.95,-0.33,-2.62,1.05
2021-01-18,300595,789.78,776.49,792.41,757.42,33451,295824640.0,4.45,-1.27,-9.97,0.76
2021-01-19,300595,775.61,760.92,781.47,756.72,51475,449368000.0,3.19,-2.01,-15.57,1.18
2021-01-20,300595,841.57,912.78,912.78,841.57,82103,839361680.0,9.36,19.96,151.86,1.88
2021-01-21,300595,920.3,966.49,976.64,917.33,108374,1168024752.0,6.5,5.88,53.71,2.48
2021-01-22,300595,954.42,997.9,1003.41,947.86,63380,714093824.0,5.75,3.25,31.41,1.45
2021-01-25,300595,986.09,1002.27,1034.03,985.21,58281,669620816.0,4.89,0.44,4.37,1.33
2021-01-26,300595,992.04,990.29,1007.35,974.54,56621,641201600.0,3.27,-1.2,-11.98,1.29
2021-01-27,300595,991.43,986.96,1006.04,965.79,44892,505110144.0,4.06,-0.34,-3.33,1.03
2021-01-28,300595,999.74,981.72,1013.47,979.88,41366,469190112.0,3.4,-0.53,-5.24,0.95
2021-01-29,300595,990.29,965.27,1002.19,951.8,52199,580148496.0,5.13,-1.68,-16.45,1.19
2021-02-01,300595,972.79,981.54,997.2,960.46,43580,488361424.0,3.81,1.69,16.27,1.0
2021-02-02,300595,990.38,978.3,994.66,959.76,54083,603010864.0,3.56,-0.33,-3.24,1.24
2021-02-03,300595,976.99,986.53,1019.94,976.99,59270,672318848.0,4.39,0.84,8.23,1.35
2021-02-04,300595,977.95,980.49,999.04,972.79,40965,459757296.0,2.66,-0.61,-6.04,0.94
2021-02-05,300595,990.29,1006.04,1046.8,971.04,74122,860191600.0,7.73,2.61,25.55,1.69
2021-02-08,300595,1013.3,1018.46,1025.28,981.54,63431,728640192.0,4.35,1.23,12.42,1.45
2021-02-09,300595,1020.38,1063.86,1082.14,1018.98,88410,1059978960.0,6.2,4.46,45.4,2.02
2021-02-10,300595,1067.71,1097.54,1109.96,1025.28,81297,992814784.0,7.96,3.17,33.68,1.86
2021-02-18,300595,1138.92,1051.52,1139.09,1043.65,67245,818190384.0,8.7,-4.19,-46.02,1.54
2021-02-19,300595,1036.39,1055.9,1073.31,1006.04,62646,743425424.0,6.4,0.42,4.38,1.43
2021-02-22,300595,1054.67,1006.91,1060.19,999.91,67274,785602624.0,5.71,-4.64,-48.99,1.54
2021-02-23,300595,981.54,984.17,1007.61,967.98,53601,604849408.0,3.94,-2.26,-22.74,1.22
2021-02-24,300595,984.08,944.71,1000.79,931.68,85685,939229520.0,7.02,-4.01,-39.46,1.96
2021-02-25,300595,956.08,979.7,1000.79,946.37,55280,614814160.0,5.76,3.7,34.99,1.26
2021-02-26,300595,957.75,817.17,964.04,817.17,156685,1555450704.0,14.99,-16.59,-162.53,3.58
2021-03-01,300595,839.21,796.08,839.82,790.48,96957,893507904.0,6.04,-2.58,-21.09,2.22
2021-03-02,300595,810.95,760.04,811.39,752.34,98027,867734928.0,7.42,-4.53,-36.04,2.24
2021-03-03,300595,763.19,807.72,819.18,754.09,128274,1163195472.0,8.56,6.27,47.68,2.93
2021-03-04,300595,807.72,752.96,808.77,750.24,88877,778363920.0,7.25,-6.78,-54.76,2.03
2021-03-05,300595,749.46,731.35,756.72,718.23,104997,882786240.0,5.11,-2.87,-21.61,2.4
2021-03-08,300595,746.13,674.75,756.19,672.74,116363,938450032.0,11.41,-7.74,-56.6,2.66
2021-03-09,300595,675.36,631.62,679.65,630.57,155165,1160578448.0,7.27,-6.39,-43.13,3.55
2021-03-10,300595,654.72,679.56,692.77,644.83,138613,1060590624.0,7.59,7.59,47.94,3.17
2021-03-11,300595,679.73,722.6,734.06,672.74,121188,991530992.0,9.02,6.33,43.04,2.77
2021-03-12,300595,736.51,724.96,739.22,702.48,76554,626410352.0,5.08,0.33,2.36,1.75
2021-03-15,300595,707.47,684.55,718.93,673.61,87256,689928080.0,6.25,-5.57,-40.41,1.99
2021-03-16,300595,694.87,692.86,703.62,679.73,58661,461999024.0,3.49,1.21,8.31,1.34
2021-03-17,300595,686.12,709.83,715.69,682.1,57774,463420944.0,4.85,2.45,16.97,1.32
2021-03-18,300595,711.4,736.86,742.46,698.19,70930,591162976.0,6.24,3.81,27.03,1.62
2021-03-19,300595,720.06,706.68,729.42,696.88,63380,513690496.0,4.42,-4.1,-30.18,1.45
2021-03-22,300595,700.29,695.57,721.55,679.73,54402,431017952.0,5.92,-1.57,-11.11,1.24
2021-03-23,300595,695.48,692.59,705.63,679.82,39424,311020368.0,3.71,-0.43,-2.98,0.9
2021-03-24,300595,692.42,700.73,711.23,685.86,40187,320939088.0,3.66,1.18,8.14,0.92
2021-03-25,300595,688.05,723.04,732.75,685.25,64924,530457424.0,6.78,3.18,22.31,1.48
2021-03-26,300595,730.47,756.28,767.21,726.1,91945,784641392.0,5.69,4.6,33.24,2.1
2021-03-29,300595,756.54,786.55,806.58,742.9,84581,750921504.0,8.42,4.0,30.27,1.93
2021-03-30,300595,789.17,808.16,820.67,787.86,76540,702840240.0,4.17,2.75,21.61,1.75
2021-03-31,300595,806.06,790.4,808.16,782.96,56653,511581168.0,3.12,-2.2,-17.76,1.29
2021-04-01,300595,796.08,829.94,832.82,789.17,54422,508942512.0,5.52,5.0,39.54,1.24
2021-04-02,300595,822.41,874.47,891.96,822.41,70577,698055808.0,8.38,5.37,44.53,1.61
2021-04-06,300595,878.31,857.84,887.15,833.26,62215,610668848.0,6.16,-1.9,-16.63,1.42
2021-04-07,300595,854.69,831.43,854.69,807.54,67377,634682672.0,5.5,-3.08,-26.41,1.54
2021-04-08,300595,823.11,875.51,876.56,816.9,52964,518524688.0,7.18,5.3,44.08,1.21
2021-04-09,300595,868.87,867.99,889.25,856.36,38054,375919056.0,3.76,-0.86,-7.52,0.87
2021-04-12,300595,856.36,850.32,884.88,837.9,53486,521638416.0,5.41,-2.04,-17.67,1.22
2021-04-13,300595,841.14,875.69,898.78,838.51,54025,539510240.0,7.09,2.98,25.37,1.23
2021-04-14,300595,876.04,870.53,894.06,859.16,46194,459488272.0,3.99,-0.59,-5.16,1.06
2021-04-15,300595,867.82,848.92,872.19,825.39,69753,671681408.0,5.38,-2.48,-21.61,1.59
2021-04-16,300595,850.32,852.33,857.93,828.54,42198,406485088.0,3.46,0.4,3.41,0.96
2021-04-19,300595,845.51,886.28,890.82,841.4,49667,494593648.0,5.8,3.98,33.95,1.13
2021-04-20,300595,877.53,898.87,915.93,876.56,44034,450124384.0,4.44,1.42,12.59,1.01
2021-04-21,300595,889.42,904.3,913.74,886.89,30903,318114592.0,2.99,0.6,5.43,0.71
2021-04-22,300595,910.77,905.52,910.77,880.76,37229,380838992.0,3.32,0.13,1.22,0.85
2021-04-23,300595,902.98,950.92,962.99,902.72,55548,597292048.0,6.66,5.01,45.4,1.27
2021-04-26,300595,957.92,933.25,963.87,922.93,68536,736367504.0,4.31,-1.86,-17.67,1.57
2021-04-27,300595,948.74,1000.0,1009.36,920.3,97911,1087749344.0,9.54,7.15,66.75,2.24
2021-04-28,300595,998.86,1004.29,1015.48,989.85,56602,646124928.0,2.56,0.43,4.29,1.29
2021-04-29,300595,999.04,1006.65,1019.16,982.85,42819,489492528.0,3.62,0.23,2.36,0.98
2021-04-30,300595,997.55,1017.93,1029.65,992.91,38865,450631136.0,3.65,1.12,11.28,0.89
2021-05-06,300595,1020.91,1000.79,1025.19,985.13,65612,749708640.0,3.94,-1.68,-17.14,1.5
2021-05-07,300595,1003.24,979.09,1016.71,977.17,51055,576587008.0,3.95,-2.17,-21.7,1.17
2021-05-10,300595,965.01,996.24,1008.83,953.55,56127,631565728.0,5.65,1.75,17.15,1.28
2021-05-11,300595,992.48,1054.41,1066.4,981.54,65228,771320880.0,8.52,5.84,58.17,1.49
2021-05-12,300595,1055.9,1077.86,1088.7,1055.9,55562,680255936.0,3.11,2.22,23.45,1.27
2021-05-13,300595,1077.86,1082.14,1086.17,1055.9,40273,494269056.0,2.81,0.4,4.28,0.92
2021-05-14,300595,1085.55,1108.3,1130.26,1082.23,49347,623647280.0,4.44,2.42,26.16,1.13
2021-05-17,300595,1104.36,1128.59,1139.0,1104.01,50566,651164752.0,3.16,1.83,20.29,1.16
2021-05-18,300595,1129.38,1137.26,1147.75,1125.71,31059,402114560.0,1.95,0.77,8.67,0.71
2021-05-19,300595,1133.84,1116.08,1150.2,1104.28,47995,614214528.0,4.04,-1.86,-21.18,1.1
2021-05-20,300595,1121.51,1172.25,1176.97,1112.85,57244,754963248.0,5.75,5.03,56.17,1.31
2021-05-21,300595,1197.78,1185.29,1213.58,1158.22,77186,742867056.0,4.72,1.11,13.04,1.26
2021-05-24,300595,1178.8,1172.92,1187.74,1107.03,105821,992800080.0,6.81,-1.04,-12.37,1.73
2021-05-25,300595,1179.17,1181.74,1193.99,1174.27,61209,589978896.0,1.68,0.75,8.82,1.0
2021-05-26,300595,1181.74,1200.97,1209.91,1162.14,60225,581957440.0,4.04,1.63,19.23,0.98
2021-05-27,300595,1209.54,1224.36,1225.71,1181.25,45687,450377008.0,3.7,1.95,23.39,0.75
2021-05-28,300595,1205.25,1209.05,1238.08,1196.31,53076,525303120.0,3.41,-1.25,-15.31,0.87
2021-05-31,300595,1203.42,1242.61,1246.65,1186.39,55563,554608160.0,4.98,2.78,33.56,0.91
2021-06-01,300595,1249.47,1230.73,1258.41,1191.78,73320,732655040.0,5.36,-0.96,-11.88,1.2
2021-06-02,300595,1229.5,1204.03,1238.57,1194.23,69264,682902576.0,3.6,-2.17,-26.7,1.13
2021-06-03,300595,1194.35,1238.08,1265.02,1191.66,67494,678866432.0,6.09,2.83,34.05,1.1
2021-06-04,300595,1231.83,1231.83,1277.27,1223.99,54185,548647232.0,4.3,-0.5,-6.25,0.88
2021-06-07,300595,1231.95,1258.28,1261.22,1210.03,50873,514284816.0,4.16,2.15,26.45,0.83
2021-06-08,300595,1258.16,1289.51,1317.32,1246.77,72574,762410160.0,5.61,2.48,31.23,1.18
2021-06-09,300595,1277.27,1311.56,1319.4,1258.9,63339,668696304.0,4.69,1.71,22.05,1.03
2021-06-10,300595,1313.89,1308.5,1323.81,1281.92,77654,825769488.0,3.19,-0.23,-3.06,1.27
2021-06-11,300595,1286.45,1313.15,1326.13,1258.9,108068,1146441008.0,5.14,0.36,4.65,1.76
2021-06-15,300595,1313.15,1277.51,1316.46,1271.14,67743,711574400.0,3.45,-2.71,-35.64,1.11
2021-06-16,300595,1283.39,1202.44,1289.27,1197.78,98223,980129984.0,7.16,-5.88,-75.07,1.6
2021-06-17,300595,1178.55,1206.85,1228.77,1177.82,72374,710927600.0,4.24,0.37,4.41,1.18
2021-06-18,300595,1227.05,1242.97,1274.82,1218.48,62750,638085712.0,4.67,2.99,36.12,1.02
2021-06-21,300595,1240.53,1267.22,1269.31,1214.93,73256,743481248.0,4.38,1.95,24.25,1.2
2021-06-22,300595,1269.92,1332.38,1340.83,1251.3,89400,945845120.0,7.07,5.14,65.16,1.46
2021-06-23,300595,1333.48,1318.29,1347.08,1306.91,48942,527126896.0,3.01,-1.06,-14.09,0.8
2021-06-24,300595,1318.91,1259.26,1326.26,1240.53,79492,821967712.0,6.5,-4.48,-59.03,1.3
2021-06-25,300595,1265.14,1306.66,1314.01,1265.02,56881,601678368.0,3.89,3.76,47.4,0.93
2021-06-28,300595,1306.91,1317.56,1336.05,1302.99,53232,571094976.0,2.53,0.83,10.9,0.87
2021-06-29,300595,1324.91,1283.51,1328.71,1274.82,67709,711641872.0,4.09,-2.58,-34.05,1.11
2021-06-30,300595,1302.62,1271.76,1307.27,1257.43,66130,685017296.0,3.88,-0.92,-11.75,1.08
2021-07-01,300595,1268.57,1289.51,1305.44,1254.36,67996,712862128.0,4.02,1.4,17.75,1.11
2021-07-02,300595,1277.39,1235.63,1299.92,1228.28,75022,766165056.0,5.56,-4.18,-53.88,1.22
2021-07-05,300595,1222.77,1258.9,1295.64,1207.58,79422,816171104.0,7.13,1.88,23.27,1.3
2021-07-06,300595,1277.27,1197.29,1279.72,1160.18,119983,1174589440.0,9.5,-4.89,-61.61,1.96
2021-07-07,300595,1191.54,1268.08,1275.55,1180.27,76125,774126112.0,7.96,5.91,70.79,1.24
2021-07-08,300595,1279.47,1204.76,1283.76,1203.91,73014,729187968.0,6.3,-4.99,-63.32,1.19
2021-07-09,300595,1219.22,1200.6,1219.95,1142.55,81761,784174768.0,6.42,-0.35,-4.16,1.33
2021-07-12,300595,1218.48,1219.95,1234.4,1167.41,86679,855667344.0,5.58,1.61,19.35,1.41
2021-07-13,300595,1228.28,1230.73,1245.42,1210.03,49829,498960304.0,2.9,0.88,10.78,0.81
2021-07-14,300595,1228.28,1256.2,1274.82,1213.83,62803,641745520.0,4.96,2.07,25.47,1.03
2021-07-15,300595,1260.0,1232.81,1263.55,1218.73,56849,571582816.0,3.57,-1.86,-23.39,0.93
2021-07-16,300595,1220.93,1212.72,1237.95,1197.66,50575,500591792.0,3.27,-1.63,-20.09,0.83
2021-07-19,300595,1214.93,1260.12,1277.27,1207.09,65116,665419952.0,5.79,3.91,47.4,1.06
2021-07-20,300595,1260.37,1277.27,1288.17,1243.1,63365,654180912.0,3.58,1.36,17.15,1.03
2021-07-21,300595,1289.51,1265.02,1289.51,1249.34,58342,600741392.0,3.14,-0.96,-12.25,0.95
2021-07-22,300595,1274.82,1244.2,1274.82,1235.63,43749,444143408.0,3.1,-1.65,-20.82,0.71
