ts_code,name,coverage_count,recent_30d_count,latest_report_date,positive_pct,negative_pct,neutral_pct,recent_positive_pct,rating_trend,eps_y1_mean,eps_y1_std,eps_y1_year,pe_y1_mean,tp_mean,tp_count,tp_change,tp_change_pct,tp_raised_count,tp_cut_count
600104.SH,上汽集团,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,0.99,0.02,2026.0,13.8,20.46,2,-1.33,-6.3,0,0
600089.SH,特变电工,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,1.49,0.09,2026.0,18.3,33.11,2,-0.23,-0.7,0,0
600085.SH,同仁堂,5,2,2026-05-15,80.0,0.0,20.0,100.0,升级,0.97,0.05,2026.0,28.8,39.08,3,-12.84,-28.2,0,0
600079.SH,人福医药,5,0,2025-05-14,100.0,0.0,0.0,,数据不足,1.37,0.07,2025.0,15.1,,0,,,0,0
600066.SH,宇通客车,5,5,2026-05-13,80.0,0.0,20.0,80.0,数据不足,2.77,0.05,2026.0,12.9,45.78,2,1.17,2.6,0,0
600061.SH,国投资本,5,0,2025-12-16,40.0,0.0,60.0,,数据不足,0.45,0.15,2024.0,15.4,9.07,4,-1.27,-13.0,0,1
600050.SH,中国联通,5,5,2026-04-29,100.0,0.0,0.0,100.0,数据不足,0.26,0.03,2026.0,17.4,6.35,1,,,0,0
600048.SH,保利发展,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.12,0.04,2026.0,55.7,8.1,2,0.2,2.5,0,0
600039.SH,四川路桥,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.88,0.01,2026.0,9.8,11.26,2,-1.35,-11.3,0,0
600038.SH,中直股份,5,0,2025-05-12,100.0,0.0,0.0,,数据不足,0.82,0.04,2025.0,44.4,40.0,1,,,0,0
600036.SH,招商银行,5,5,2026-05-10,100.0,0.0,0.0,100.0,数据不足,6.13,0.1,2026.0,6.4,,0,,,0,0
600031.SH,三一重工,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,1.19,0.02,2026.0,17.4,25.94,3,1.7,7.2,0,0
600030.SH,中信证券,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,2.36,0.08,2026.0,11.2,,0,,,0,0
600029.SH,南方航空,5,2,2026-04-30,100.0,0.0,0.0,100.0,稳定,0.08,0.08,2026.0,157.8,7.1,1,,,0,0
600028.SH,中国石化,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.36,0.04,2026.0,15.1,,0,,,0,0
600027.SH,华电国际,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,0.48,0.03,2026.0,10.8,6.44,2,-0.89,-12.9,0,0
600026.SH,中远海能,5,5,2026-05-08,100.0,0.0,0.0,100.0,数据不足,2.1,0.17,2026.0,10.3,32.2,1,,,0,0
600025.SH,华能水电,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,0.48,0.01,2026.0,20.0,11.79,3,0.73,6.5,0,0
300750.SZ,宁德时代,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,20.91,1.08,2026.0,20.9,581.31,3,-16.06,-2.7,0,0
300803.SZ,指南针,5,4,2026-05-13,100.0,0.0,0.0,100.0,数据不足,0.55,0.08,2026.0,181.3,,0,,,0,0
300003.SZ,乐普医疗,5,0,2025-04-30,80.0,0.0,20.0,,数据不足,0.51,0.14,2025.0,23.6,13.71,2,-2.58,-17.2,0,0
300347.SZ,泰格医药,5,1,2026-05-05,100.0,0.0,0.0,100.0,数据不足,1.27,0.08,2026.0,45.9,75.0,1,,,0,0
300418.SZ,昆仑万维,5,5,2026-05-11,80.0,0.0,20.0,80.0,数据不足,0.48,0.4,2026.0,1666.5,68.96,1,,,0,0
300413.SZ,芒果超媒,5,5,2026-05-11,60.0,0.0,40.0,60.0,数据不足,0.72,0.07,2026.0,27.7,21.52,2,-1.04,-4.7,0,0
300408.SZ,三环集团,5,5,2026-05-11,80.0,0.0,20.0,80.0,数据不足,1.83,0.05,2026.0,45.5,101.4,2,13.2,13.9,0,0
003816.SZ,中国广核,5,3,2026-05-07,60.0,0.0,40.0,66.7,升级,0.21,0.01,2026.0,22.4,5.35,2,-0.06,-1.1,0,0
002920.SZ,德赛西威,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,4.74,0.22,2026.0,21.8,125.38,1,,,0,0
300394.SZ,天孚通信,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,3.47,1.26,2026.0,79.7,391.5,2,89.0,25.6,0,0
002938.SZ,鹏鼎控股,5,3,2026-05-10,100.0,0.0,0.0,100.0,稳定,2.28,0.07,2026.0,30.0,79.16,2,6.31,8.3,0,0
300122.SZ,智飞生物,5,2,2026-05-11,60.0,0.0,40.0,50.0,降级,1.29,2.06,2025.0,36.4,23.67,3,-3.0,-13.0,0,1
300316.SZ,晶盛机电,5,3,2026-04-29,80.0,0.0,20.0,66.7,降级,0.72,0.04,2026.0,60.4,51.42,3,-5.26,-10.1,0,0
300450.SZ,先导智能,5,5,2026-05-14,80.0,20.0,0.0,80.0,数据不足,1.53,0.08,2026.0,36.4,54.5,2,-37.0,-50.7,0,0
300661.SZ,圣邦股份,5,4,2026-05-12,80.0,0.0,20.0,75.0,数据不足,1.34,0.04,2026.0,67.8,,0,,,0,0
300308.SZ,中际旭创,5,5,2026-04-29,100.0,0.0,0.0,100.0,数据不足,26.52,2.26,2026.0,32.9,,0,,,0,0
300124.SZ,汇川技术,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.98,0.52,2026.0,32.9,88.57,3,4.5,5.2,0,0
300274.SZ,阳光电源,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,7.16,0.17,2026.0,18.9,,0,,,0,0
300251.SZ,光线传媒,5,5,2026-05-12,80.0,0.0,20.0,80.0,数据不足,0.31,0.04,2026.0,51.7,18.7,2,2.61,15.0,0,0
300223.SZ,北京君正,5,0,2025-05-11,80.0,0.0,20.0,,数据不足,1.04,0.05,2025.0,64.3,70.0,1,,,0,0
300207.SZ,欣旺达,5,0,2025-04-30,100.0,0.0,0.0,,数据不足,1.21,0.06,2025.0,15.7,26.66,3,-1.2,-4.1,0,0
300144.SZ,宋城演艺,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,0.45,0.01,2025.0,20.9,10.86,1,,,0,0
300433.SZ,蓝思科技,5,2,2026-05-13,80.0,0.0,20.0,100.0,升级,0.95,0.05,2026.0,29.6,35.0,1,,,0,0
300442.SZ,润泽科技,5,3,2026-05-13,100.0,0.0,0.0,100.0,稳定,2.2,0.64,2026.0,44.3,130.76,2,-39.51,-26.3,0,0
300502.SZ,新易盛,5,5,2026-05-10,100.0,0.0,0.0,100.0,数据不足,18.42,1.65,2026.0,29.1,681.2,2,-78.4,-10.9,0,0
300454.SZ,深信服,5,0,2025-05-11,80.0,0.0,20.0,,数据不足,0.88,0.14,2025.0,109.7,148.57,2,-32.85,-19.9,0,0
300628.SZ,亿联网络,5,4,2026-05-04,60.0,0.0,40.0,75.0,数据不足,2.31,0.12,2026.0,15.7,45.2,4,-4.85,-10.2,0,0
300601.SZ,康泰生物,5,0,2025-04-28,100.0,0.0,0.0,,数据不足,0.25,0.09,2025.0,65.2,15.91,2,-0.72,-4.4,0,0
300595.SZ,欧普康视,5,0,2025-04-09,60.0,0.0,40.0,,数据不足,0.78,0.08,2025.0,19.6,17.6,1,,,0,0
002821.SZ,凯莱英,5,0,2025-04-29,80.0,0.0,20.0,,数据不足,3.07,0.1,2025.0,24.9,99.58,2,4.84,5.0,0,0
300558.SZ,贝达药业,5,0,2025-05-07,80.0,0.0,20.0,,数据不足,1.66,0.13,2025.0,30.7,60.0,1,,,0,0
300529.SZ,健帆生物,5,0,2025-05-08,80.0,0.0,20.0,,数据不足,1.19,0.03,2025.0,18.7,29.0,1,,,0,0
300014.SZ,亿纬锂能,5,5,2026-05-14,80.0,0.0,20.0,80.0,数据不足,3.31,0.15,2026.0,21.5,89.78,2,-9.93,-10.5,0,0
300015.SZ,爱尔眼科,5,5,2026-05-14,80.0,0.0,20.0,80.0,数据不足,0.37,0.07,2026.0,26.8,15.0,2,0.0,0.0,0,0
300136.SZ,信维通信,5,0,2025-05-06,80.0,0.0,20.0,,数据不足,0.73,0.03,2024.0,33.5,27.0,1,,,0,0
300498.SZ,温氏股份,5,5,2026-04-30,100.0,0.0,0.0,100.0,数据不足,0.22,0.19,2026.0,98.6,20.6,2,-1.2,-5.7,0,0
300017.SZ,网宿科技,5,0,2025-05-09,100.0,0.0,0.0,,数据不足,0.3,0.01,2025.0,38.1,13.11,1,,,0,0
300033.SZ,同花顺,5,5,2026-04-27,100.0,0.0,0.0,100.0,数据不足,5.52,0.58,2026.0,40.7,335.9,2,-43.62,-12.2,0,0
002841.SZ,视源股份,5,0,2025-05-12,100.0,0.0,0.0,,数据不足,1.7,0.13,2025.0,19.8,40.84,3,-0.2,-0.5,0,0
300496.SZ,中科创达,5,0,2025-05-12,80.0,0.0,20.0,,数据不足,1.2,0.12,2025.0,46.1,93.66,1,,,0,0
002916.SZ,深南电路,5,5,2026-05-14,80.0,0.0,20.0,80.0,数据不足,7.62,0.77,2026.0,41.0,330.0,2,20.0,6.2,0,0
300476.SZ,胜宏科技,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,8.83,0.26,2026.0,38.4,436.0,2,-38.0,-8.4,0,0
300059.SZ,东方财富,5,5,2026-05-12,80.0,0.0,20.0,80.0,数据不足,0.93,0.05,2026.0,21.8,27.38,2,-5.23,-17.4,0,0
002602.SZ,世纪华通,4,0,2024-09-05,0.0,0.0,100.0,,数据不足,0.34,0.02,2024.0,13.2,5.7,2,-0.51,-8.6,0,1
300070.SZ,碧水源,4,0,2025-04-11,75.0,0.0,25.0,,数据不足,0.2,0.09,2023.0,32.9,5.95,2,-0.9,-14.1,0,1
000709.SZ,河钢股份,4,0,2025-05-11,50.0,0.0,50.0,,数据不足,0.1,0.05,2024.0,16.3,2.98,3,0.18,6.0,0,0
300676.SZ,华大基因,4,0,2025-04-27,75.0,0.0,25.0,,数据不足,0.23,0.12,2023.0,434.9,52.19,1,,,0,0
000783.SZ,长江证券,4,0,2024-10-11,100.0,0.0,0.0,,数据不足,0.26,0.02,2024.0,22.9,,0,,,0,0
002414.SZ,高德红外,4,0,2024-10-31,100.0,0.0,0.0,,数据不足,0.05,0.02,2023.0,185.1,,0,,,0,0
600663.SH,陆家嘴,4,0,2025-05-08,100.0,0.0,0.0,,数据不足,0.29,0.05,2024.0,31.0,10.0,1,,,0,0
600221.SH,海航控股,3,0,2025-05-04,66.7,0.0,33.3,,数据不足,0.03,0.02,2023.0,87.1,1.6,1,,,0,0
000898.SZ,鞍钢股份,3,0,2025-05-07,33.3,0.0,66.7,,数据不足,0.04,0.06,2024.0,276.0,2.87,3,0.0,0.0,0,0
603185.SH,弘元绿能,3,0,2024-08-31,100.0,0.0,0.0,,数据不足,1.17,1.38,2024.0,59.7,20.32,2,-10.65,-41.5,0,1
600637.SH,东方明珠,3,0,2024-10-31,0.0,0.0,100.0,,数据不足,0.21,0.01,2024.0,33.6,6.53,3,0.7,11.1,1,0
601997.SH,贵阳银行,3,0,2025-04-29,0.0,0.0,100.0,,数据不足,1.41,0.09,2024.0,4.1,6.53,3,0.3,4.5,1,0
600118.SH,中国卫星,3,0,2025-05-13,66.7,0.0,33.3,,数据不足,0.12,0.06,2024.0,294.1,,0,,,0,0
601162.SH,天风证券,3,0,2025-05-11,0.0,0.0,100.0,,数据不足,0.01,0.01,2025.0,282.2,,0,,,0,0
601727.SH,上海电气,3,0,2025-04-30,100.0,0.0,0.0,,数据不足,0.06,0.03,2024.0,87.7,,0,,,0,0
002939.SZ,长城证券,2,0,2025-04-29,100.0,0.0,0.0,,数据不足,0.4,0.04,2024.0,20.6,,0,,,0,0
002456.SZ,欧菲光,2,0,2025-04-27,100.0,0.0,0.0,,数据不足,0.05,0.03,2024.0,265.4,,0,,,0,0
600516.SH,方大炭素,2,0,2024-12-31,100.0,0.0,0.0,,数据不足,0.1,0.03,2024.0,51.5,,0,,,0,0
603392.SH,万泰生物,2,0,2024-09-01,50.0,0.0,50.0,,数据不足,0.44,0.01,2024.0,155.5,73.64,1,,,0,0
002024.SZ,ST易购,2,0,2025-02-05,0.0,0.0,100.0,,数据不足,,,,,,0,,,0,0
600705.SH,中航产融,2,0,2024-11-03,100.0,0.0,0.0,,数据不足,0.12,0.03,2024.0,32.7,5.16,1,,,0,0
601236.SH,红塔证券,2,0,2025-11-03,50.0,0.0,50.0,,数据不足,0.25,0.01,2025.0,32.6,,0,,,0,0
600297.SH,广汇汽车,1,0,2024-06-04,100.0,0.0,0.0,,数据不足,0.07,,2024.0,19.0,1.46,1,,,0,0
601059.SH,信达证券,1,0,2024-09-02,100.0,0.0,0.0,,数据不足,0.38,,2024.0,32.4,,0,,,0,0
600390.SH,五矿资本,1,0,2025-05-13,0.0,0.0,100.0,,数据不足,0.23,,2025.0,26.4,5.7,1,,,0,0
601136.SH,首创证券,1,0,2024-04-17,100.0,0.0,0.0,,数据不足,0.34,,2024.0,58.0,,0,,,0,0
001391.SZ,国货航,1,0,2025-12-31,100.0,0.0,0.0,,数据不足,0.21,,2025.0,28.2,,0,,,0,0
600606.SH,绿地控股,1,0,2024-04-30,0.0,0.0,100.0,,数据不足,0.04,,2024.0,48.3,2.02,1,,,0,0
601216.SH,君正集团,1,0,2025-05-05,100.0,0.0,0.0,,数据不足,0.4,,2025.0,13.6,,0,,,0,0
