cycle_id,label,low_date,low_close,low_intraday,high_date,high_close,high_intraday,close_multiple,close_gain,intraday_low_to_high_multiple,intraday_low_to_high_gain
dotcom_dram_recovery,Dot-com/DRAM recovery,2003-03-26,2835.0,2625.0,2006-09-18,40150.0,40250.0,14.16225749559083,13.16225749559083,15.333333333333334,14.333333333333334
gfc_recovery,GFC recovery,2008-11-24,5850.0,5750.0,2011-04-21,37000.0,37200.0,6.3247863247863245,5.3247863247863245,6.469565217391304,5.469565217391304
mobile_cloud_upcycle,Mobile/cloud DRAM upcycle,2011-08-19,15600.0,15550.0,2014-07-08,51900.0,52000.0,3.326923076923077,2.326923076923077,3.3440514469453375,2.3440514469453375
server_dram_supercycle,2016-18 server DRAM supercycle,2016-05-09,25750.0,25700.0,2018-05-23,95300.0,95500.0,3.700970873786408,2.700970873786408,3.7159533073929962,2.7159533073929962
covid_ai_early_recovery,COVID/AI early recovery,2019-01-03,57700.0,57500.0,2021-02-25,148500.0,149500.0,2.5736568457538995,1.5736568457538995,2.6,1.6
current_from_2022_trough,Current AI/HBM cycle from 2022 trough,2022-12-29,75000.0,74700.0,2026-05-11,1880000.0,1949000.0,25.066666666666666,24.066666666666666,26.09103078982597,25.09103078982597
current_from_2024_selloff,Current HBM leg from 2024 selloff,2024-08-05,156100.0,151600.0,2026-05-11,1880000.0,1949000.0,12.043561819346573,11.043561819346573,12.856200527704486,11.856200527704486
current_from_2025_low,Current from 2025 April low,2025-04-07,164800.0,164800.0,2026-05-11,1880000.0,1949000.0,11.407766990291263,10.407766990291263,11.826456310679612,10.826456310679612
